"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"EMX1_TARGET_GENES",0.14332784184514,0.273270982506298,0.148261500475107,0.280627642600741,1.17805484449584,189,"KLF5, SLC38A2, TES, BCL6, DNAAF3, ELF1, GYS2, MYL12A, EPS8, SEMA3C, SNORA81, C4orf47, SP1, PPP1R13L, SOCS4, SIRT4, LYSMD3, TEP1, RRAS2, CD164, FRYL, LARP4, PDS5A, TIAL1, FLCN, HIBCH, MT-TP, ATAD2B, TTN-AS1, ARRDC3, WASF2, NIN, PRRC1, PAPOLG, NOL8, CPSF2, SMC3, COMMD6, EED, USP3, HS2ST1, HEXIM1, CDH11, CCDC59, SRI, LRRC57, SUCO, MCM3, PPP4R1, CWC27, PPARG, CDC14B, USP34, NET1, FNBP4, CSPP1, PRDM1"
"EN1_01",0.000440285833314157,0.00195239871786368,0.49849310876659,0.440801817028013,1.69590911672678,101,"HOXA11, HOXD10, OTP, OSR1, GPC3, KLF15, CDC14A, GPC4, RASSF9, MMP14, GNRH1, PAX6, ARHGAP6, EFEMP1, RDH10, ATP13A4, EOMES, CD55, CREM, SREK1, FGF17, SAT1"
"EPC1_TARGET_GENES",1,1,0.0333092817548776,0.0853878184719759,0.384711933223108,329,"ANXA2, ANPEP, AHNAK, MTHFD2, LONRF3, NFKB2, PTBP1, RBL1, VEGFA, HERPUD1, AURKB, TOB2, TMEM39A, RPS17, TPT1, DYNLT1, PPAT, SLC3A2, EZH2, SNAI1, HNRNPF, PIEZO1, YBX1, LARP7, QSER1, EIF3E, MGME1, FZD5, TBL1X, TCP11L2, RANBP2, OGT, SLC4A2, TPTEP1, PIWIL4, MALAT1, ZP3, SNHG7, IPO8, MOB3A, RPS26, MGAT1, ZNF460, SPRED1, SNHG1, USP3, PABPC1, CD63, PHF21A, DHX15, GPN3"
"ERR1_Q2",0.831024930747922,1,0.0697792517076235,-0.193393960494139,-0.882275630817409,243,"HCRTR1, LDB3, MB, NXPH4, SLC30A3, DIRAS1, RPH3A, FBXL22, SRCIN1, KCNG4, PPM1E, MMP24, RASAL1, SCN5A, PVALB, GRIK3, CNTN2, HDAC11, STAC2, ADCY1, CX3CL1, LIMK1, NR4A1, SLC31A2, HHATL, MAP1B, VAMP1, MAP1A, PCBP4, VSTM2L, PRR7, VAMP2, NEFM, RAB3A, RGS4, SNTG1, OBSCN, SOD3, HS6ST2, CKMT1B, KCNK1, SHB, KIRREL3-AS3, KIF3B, PGAP2, KCNH2, VSNL1, IQSEC1, FBXL19, APP, C9orf24, SLC22A11, ITGA3, UNC5B, SEMA7A, EIF4H, ATP6V1A, GOT1, CXXC5, FGF9, RAB11FIP5, KIRREL3, MAP4K2, RIMS4, ELAVL3, BEND6, SRXN1, RAB35, DEPDC7, BZW2, CLPTM1, UQCRC1, MNT, DLG2, SORCS1, STRN, VDAC1, ACTR1A"
"ER_Q6",0.00384219482607435,0.0123524774586066,0.431707695803346,0.324205735478748,1.42267042242461,256,"HOXA5, KCNJ15, F13A1, MEOX2, LINC00310, OSR1, LCP1, SRGN, SLC38A2, ZFP36L1, NFKBIA, BCL6, TFAP2C, ZIC2, CDC14A, NKX6-1, ITGB8, CD37, GPC4, CKM, TRPS1, PHF21B, TBX6, PPARA, GFAP, LPL, REST, GALNT15, MID1, NR2F2, MXI1, WNT9B, AOC2, PPM1N, DNAJB4, PGF, WNT3, NUFIP2, ROM1, GFPT2, SLC4A7, NR2F1, ZNF503, CHRDL1, LPAR4, MYPN, LOX, WNT5A, WBP1L, RASA4, SAG, MASP1, PMFBP1, ZNF792, TUG1, LOXL4, RGS9BP, ANKRD2, ZBTB20, ZFHX3, TCF7L2, LOXL3, KCNJ2, EML3, SLC25A1, SARNP, KCNN2"
"ER_Q6_01",0.000222330141510198,0.00110600781055835,0.518848077743792,0.359104636523946,1.57313832082728,254,"HOXB9, HOXA10, OTP, HOXB7, SCNN1A, GLI1, LCP1, HOXB3, MT2A, TMEM71, ZFP36L2, BCL6, CDC14A, KCNN3, ZIC1, NFIL3, ITGB8, CD37, IKZF2, TRPS1, TBX6, GNA13, LIFR, PPARA, GFAP, COPZ2, CDKN2C, GALNT15, MID1, PXN, CALD1, ZIC4, TMTC1, AOC2, MCC, PPM1N, LINC00472, PGF, ERG, WNT3, ACAP2, NDUFA4L2, PTH1R, SLC4A7, LRRN1, RAB11FIP1, SAT1, NIPBL, FIGN, RBMS1, FCHSD2, CHRDL1, PDZK1, NOG, MTMR10, LRP5, WBP1L, POU3F3, TBC1D15"
"ER_Q6_02",0.00391217759361806,0.0125291962148552,0.407017918923954,0.329127727846605,1.43581793627856,244,"PITX1, HOXA10, HOXA5, HOXC13, SLC22A6, TBX5, LCP1, ZFP36L1, HCK, BCL6, TFAP2C, ADAMTSL3, ITGB8, CD37, ELF4, CYP39A1, CRABP2, MMEL1, TBX6, PCDH18, TNFRSF12A, SOX2, LAMB2, GFAP, DAB2, PAX6, CDKN1A, RHOQ, CEBPB, MID1, POU5F1, PLEKHG6, AOC2, VEGFA, FOXF2, SMARCA1, NUFIP2, EPHA7, GFPT2, SLC4A7, CNTLN"
"ETF_Q6",0.990740740740741,1,0.052805004567129,-0.169300122389129,-0.69115298533672,109,"RGS8, GRIK3, MARCKSL1, CTNNBIP1, KCNQ4, KIF17, ARTN, RAP1GAP, MIR137HG, MRTO4, UNC5B, TMEM222, CLSTN1, MFN2, ZNF496, POMGNT1, ZNF281, PPP3CB, EFNA3, GNB1, CELSR2, CAMK1D, AGO1, TSPAN2, RUSC1, ZFYVE9, ST6GALNAC5, STAM, HMGN2, SKIDA1, ZNF362, CACNA1E, MAST2, RASAL2, EMC1, FAM13C, CDC7, FAF1, CAMK2G, PITHD1, HPCAL4, UCHL5"
"ETS1_B",0.00617366641030524,0.0185021195171227,0.407017918923954,0.322968359144171,1.40938810213777,247,"HOXA10, EGFLAM, LCP1, BMP4, TMEM71, S100A10, TWIST1, DPPA4, SASH3, NEDD4, HOXC4, ESM1, LCK, ITPKB, CPXM1, ARHGAP15, CMTM6, PIK3CG, ARL6IP6, ITPR2, PAX6, TSC22D3, RBMS2, APOLD1, DOK1, HYAL2, GIMAP4, KCNQ1, FOSL1, TGIF2, LIF, CD79A, LYN, CSRNP1, SLC39A11, E2F5, JUNB, GJA5, ROCK1, WDFY4, APPL2, HSD3B7, PUS7L, NIPBL, SNCAIP, TOR4A, DEF6, LCP2, SLC9A9, TNNI2, HIC1, TMEM204, MMP3, CCNJL, IKBKB, TAF8, ITPR3, SLC12A4, NT5C2, LYL1, RWDD4, CPNE8, ITGA11, POU3F4, ZNF800, SLC30A7, ZNF384, SPRED1, PABPC1, OMA1, LOXL3, UBALD2, PTBP3, ELK3, FOXN3, LANCL3, CHMP1B, LIME1, LAG3, RAP2C, FYN, PLCB2, GLP2R, SDE2"
"ETS2_B",1.81921403115755e-05,0.000128261133131971,0.575610261071129,0.38071443262902,1.67903599473853,266,"HOXA10, S100A9, FAM20A, EGFLAM, LCP1, TMEM100, TMEM71, S100A10, TWIST1, DPPA4, ATOH8, TYROBP, ANGPT1, IL7R, HOXC4, PTTG2, ESM1, FGR, EPHA2, RAB20, LIFR, SPI1, SPARC, VASP, ITPR2, PAX6, TSC22D3, REST, RBMS2, DOK1, FGFR4, FLI1, TMOD3, ARHGEF6, SIPA1, ARHGAP30, ARHGDIB, GNG11, TGIF2, STAP1, DOCK11, LYN, HCAR1, SLC39A11, PGF, WDFY4, NUFIP2, BCL3, LST1, TEAD3, MAPKAPK2, PUS7L, NIPBL, CDH5, TCF12, ZNF143, APOBR, CEBPG, LRP5, TNNI2, SP3, LGALS4, TMEM204, MMP3, IRAK4, KDM6A, IKBKB, ANGPTL1, ESAM, FUT10, MYCT1, GCNT2, LYL1, ZBTB7B, RWDD4, CPNE8, ARAP1, ZNF800, C1QTNF6, USP3, CD248, LOXL3, NRP1, TREML1, MUC13, VCL, ARHGEF12, CDKN1B, TLN1, NR1D1, MAP4K1, LANCL3, CHMP1B, STX19, FYN"
"ETS_Q4",0.000226954532813448,0.00111766553847829,0.518848077743792,0.369782509859818,1.60609652880855,234,"HOXA10, EGFLAM, HCLS1, GATA3, LCP1, VCAM1, TWIST1, DPPA4, NEDD4, HOXC4, ESM1, POF1B, FXYD5, HCST, CCL2, SOX2, ARHGAP15, CMTM6, ARPC1B, ITPR2, PAX6, ACSL5, BLNK, RBMS2, GMFG, LTBR, HYAL2, ITPRIPL1, ARHGAP30, LIF, DOCK11, CD79A, LYN, SLC41A1, CHIC2, E2F5, JUNB, GJA5, ERG, TEAD3, VAV1, ZMYND8, PUS7L, NIPBL, RIN3, LCP2, TCF12, NME2, SLC9A9, TMEM204, MMP3, IRAK4, KDM6A, IKBKB, TAF8, NCR3, UXT, MED26, CPNE8, SLC46A3, ARAP1, ITGA11, POU3F4, ZNF800, SLC30A7, USP3, CD248, OMA1, ELK3, FOXN3, SCN3A, NR1D1, MAP4K1, ZBTB41, LANCL3, CHMP1B, LIME1, RAP2C, PLCB2, MGAT4A"
"EVI1_02",0.000368405046665238,0.00167074575687943,0.49849310876659,0.439373892843648,1.70999321136499,113,"HOXD10, SIX1, KCNJ13, RBM47, PTPRC, PTGFR, BCL6, IKZF2, GLIS3, MSX2, LONRF3, KYNU, TOB1, PHEX, FAM91A1, STON2, TMEM47, LIX1, LRR1, RASD1, PIFO, VASN, LRRN1, PAX2, RAB11FIP1, KCNJ16, LPAR4, SLC9A9, MTMR10, PDS5A"
"EVI1_03",0.144385026737968,0.274266936299292,0.154190966581424,0.359439000280703,1.23064296034636,49,"SIX1, KCNJ13, MSX2, FAM91A1, TMEM47, LIX1"
"EVI1_04",2.32953797820465e-06,2.30600729155611e-05,0.627256739718528,0.419156652661015,1.78793118662805,210,"HOXD10, POU4F2, HOXC6, OTP, HOXB7, KCNJ13, KLF5, PTGFR, SAMD11, HOXB3, CD180, GSX1, IL2RG, TWIST1, FZD2, EDN1, NEDD4, HOXC4, ZIC1, EMX2, IKZF2, EYA1, NOTCH2, TGFB2, DHRS3, NFATC4, TOB1, ARHGAP6, TNFRSF8, CDKN2C, RELA, MID1, NR2F2, LRR1, STC1, SOX5, ZIC4, HSPB2, PTCH1, HIPK3, NT5C1B, SREK1, LINC00525, NPNT, RAB11FIP1, NR2F1, CHRDL1, UBR5, SLC4A4, ZFX, LOX, SP3, PDGFC, ZFAND6, TCP11L2, SLC40A1, MORC4, ARRDC3, PDE4D"
"EVI1_05",8.92938541576591e-07,1.00332722188141e-05,0.659444398037935,0.469104425022355,1.90143489784914,154,"HOXD10, POU4F2, OGN, SIX1, HOXB7, HOXB5, KCNJ13, MS4A4A, PTGFR, HOXB3, PKHD1L1, CLEC1B, RFX4, PI15, IKZF2, MSX2, TOB1, FAM91A1, TMEM47, LIX1, MID1, HHEX, SMAD5, ARHGDIB, SOX5, SALL3, HSPB2, VASN, SESN3, CNTLN, BACE2"
"EVI1_06",0.98314606741573,1,0.0434506826723125,0.188559891780125,0.519100254249996,19,"ALX1, SLC9A9, PCF11, C18orf25, TCF4, MAP4K5, SENP1"
"EWSR1_TARGET_GENES",0.419889502762431,0.653161448741559,0.069119845655101,0.207164698391469,1.00346234139475,819,"CRABP1, GADL1, MARVELD3, GLI1, AOX1, SLAMF1, HCLS1, SNORD3A, YAP1, ADAM28, ANG, EVI2B, TGIF1, GPSM3, GADD45B, NWD1, FCGRT, CASP7, F5, SMAD6, SLC7A11, HCG14, CTSC, BTG1, COL21A1, MYBPC1, CYYR1, RCC1, RHOH, SPARC, BDH2, FAM43A, NFKB2, TNFAIP6, PIK3CG, SCNN1G, BMF, KIF18A, GLUL, LAPTM4A, PRCP, BMPR1A, FERMT3, EYS, COL6A5, CNN3, RBMS3, PPP1R1C, GNG12-AS1, BCAR3, SNTG2, STC1, FPR3, F11, XRN1, CDK11A, DLGAP1-AS2, SLC25A21, TPRG1, NEB, CDC42EP5, TMEM170A, CCDC80, RBL1, ALDH1A2, SUPT20H, DNAJB4, MCL1, RUNX2, PTCH1, TOB2, MYEOV, TMEM39A, THAP1, MITD1, ROCK1, TAS1R1, NUFIP2, PNPT1, ADD3, GGACT, INPPL1, PAXBP1, B2M, SLC3A2, METTL18, HNRNPF, LBR, PCBP1-AS1, KCNIP2-AS1, IRF2, CHD1, RBMS3-AS3, ATP1B3, PLEKHG2, BRCA2, QSER1, HSPE1, SNHG12, MEX3C, SDHAF2, KCTD14, EPC1, ASPH, TBL1X, WBP1L, TAF3, MORC3, TOP3B, NCK1, RCN3, ZNF318, TRIP4, ARRDC3, DDX5, MAP3K7, IL4I1, IL16, FUT10, PLEKHA3, TTI2, ERRFI1, MALAT1, ATP7A, HSPD1, FAM133B, NLRC5, PEX2, PRRG2, HMCN1, PNPLA8, GSPT1, RRAS, POLDIP3, PIH1D2, CEP120, HIPK1, SAV1, BANP, C9orf43, HNRNPA2B1, RPS26, PXMP2, SNHG1, FN1, LAMA4, CYP4V2, NUDT17, POLI, DDB2, TBC1D4, MSANTD2, SOX6, DPP9, RBM39, TLN1, RBM28, CCDC107, C2orf42, PRPF18, SLC33A1, TFAP2A, TK1, C1orf112, METTL15, CDC25C, C11orf54, SLC39A8, ROBO3, PPP6R3, CLIP1, CCDC59, HHLA3, ZNF423, SMARCD2, PTPRG, AGAP2-AS1, STT3A, SNRNP27, CNOT11, IRF9, RPS27, RGL2, NR1H3, RPS24, POLG2, KLHDC2, RPS23, GTF3C3, VWA5A, SPCS2, SLC25A51, RPS3, TBPL1, ARL14EP, USP15, CACYBP, ZBTB11, CWC27, XBP1"
"F10_TARGET_GENES",0.000160664617501842,0.000846512500816159,0.518848077743792,0.385817989489825,1.66067026092294,221,"GPX8, CXCR4, CP, TMEM71, DTHD1, PARD3, FGF2, AJUBA, ITGB8, PHLDB2, RHOBTB3, SDC2, EYA1, BMPR1B, COL3A1, MAML2, HMGN5, TRAM1, TNFRSF10B, GLUL, ARHGAP5, CENPA, TLR3, SOX5, POU3F2, LYSMD3, PKN2, NAMPT, B4GALT4, TIAM2, DNAJB4, PBX3, NABP1, AASS, PTPRZ1, NEDD9, LRRN1, APPL2, NR2F1, ABCC9, RBMS1, UACA, SGMS1, RBMS3-AS3, EGLN3, TCF12, SPHK1, NRM, LARP7, IGF1R, PDGFC, KCTD6, CREB3L2, STAT3, QKI, RBPMS, SPATA13, OGT, CDH2, PGAM1P5, MOV10, LTBP1, DHX32, TCAIM, ARHGAP24, PRTG, TAPT1, ZFHX3, ASF1A, DMD, TXLNB"
"FAC1_01",2.22999750165251e-06,2.22999750165251e-05,0.627256739718528,0.427311305323128,1.80265853091566,200,"POU4F2, PITX2, OTP, HOXB7, TBX5, HOXB6, RUNX1, WFIKKN2, HOXB3, KLF15, SLC5A3, TBXAS1, ZIC1, SGK1, ITGB8, IKZF2, EYA1, EPS8, SRPX, PHEX, ID4, SIX4, BMF, BLNK, OLFML3, PDGFRB, TNFRSF8, CBFB, NR2F2, GNG11, SOX5, ZIC4, NAMPT, NTRK2, SALL3, JUNB, DNALI1, EFNB1, STAG2, SREK1, EMCN, ZMYND8, SAT1, NR2F1, LRCH2, NBR2, IKZF3, RBMS1"
"FOXC1_TARGET_GENES",0.0249795384166729,0.0589878256586493,0.352487857583619,0.400219516723224,1.42167423624184,61,"CLDN7, ITGB2, IL4R, ABCA13, CSF2RB, TTR, BOC, AOAH, NR2F2-AS1, FNDC3B, LINC00640, NTRK2, PTH1R, RHBDF1, SNHG12"
"FOXD2_TARGET_GENES",0.372155287817938,0.592065230619447,0.0736212741014394,0.206769057751973,1.01567767872289,1029,"HOXA10, HOXA13, HOXA9, SCNN1A, FKBP5, SLCO4A1, TNFRSF10D, PLA2G2A, SOCS3, SLC16A9, SLC1A5, YAP1, SLC5A3, CLDN7, AHNAK, NFKBIA, EMP1, FXYD3, WEE1, PLSCR4, PSTPIP2, ABCC4, ZFP36, ITGB8, AFAP1L1, TM4SF1, HCG14, DOCK8, LY75, MRPS6, GNA13, LRRC1, KRT8, EMILIN2, EPS8, RCC1, CXCL2, TMX1, DLEU1, SLC18B1, LAMB2, TINAGL1, DNAJB1, C19orf38, LAPTM4A, RHOQ, ITGAV, RCN1, ZBTB1, ARHGAP5, LIN9, TAB2, SH2D7, CD44, NFE2L2, RNF217, TAGLN2, NR2F2, FGD6, SESN1, DRAM1, FOSL2, FANCC, ANKRD37, PSAT1, HNF4G, MTHFD2L, ARSK, AK3, TMEM170A, ITGA6, BMI1, SNHG3, VEGFA, SPATA5, FCHO2, GATA2, ITGB5, LAMA3, IRF2BP2, IL20RA, COLGALT1, PIK3R2, HIPK3, TRIM4, STARD10, MITD1, BBS2, HDAC1, TSPO, PPIL6, CEP135, CLN5, SESN3, RRM2, ALDH3A2, TPT1, CDCA2, SLC4A7, USP47, DBI, TNPO1, KLF6, BACE2, SLC3A2, SMPD2, ZNRF2, BCAT2, LIMS1, PCBP1-AS1, SPRY1, UBXN2A, ARID2, PSPH, RAD52, BTN3A2, SCAMP2, PLEKHG2, MYO10, KANK1, ACAA2, RBM6, TRAM2, NEAT1, KATNA1, MPLKIP, PALD1, DDX3X, ATAD2B, RANBP2, ARRDC3, NUDT6, KCTD9, GPNMB, RAD51-AS1, PDE4D, ASNSD1, FANCI, HMGB2, LAMC2, PIWIL4, TTI2, METTL25, RBL2, SMPDL3A, AUP1, TNS3, KTN1, CTBP2, ELMOD2, RPN2, NEK9, USP21, SERP1, PRR15, DBF4, TSPAN4, OCLN, SLC38A6, PNPLA8, TMBIM6, CENPQ, BCCIP, ARAP1, NXT1, SMARCAD1, NRP2, TUBD1, IRF6, MOB3A, BANP, INO80D, CNTFR, TMCO4, PFKFB3, GALNT3, CDC73, ZNF367, EED, PIK3C2A, NAGA, EXO1, ARL6IP4, ANLN, GPBP1L1, GTF3C6, ZNF621, GALNT10, CCDC88C, ZNF768, ZFAS1, ANXA4, ARHGAP5-AS1, DDX21, ANGEL2, RN7SL2, TLN1, MTA2, NMD3, DCLRE1B, DAPK1, SLC33A1, IFIH1, MAP4K1, TMEM167B, LIMD1, MPZL1, STARD7, TMCO1, TFAP2A, IP6K2, ATIC, RAD51AP2, HDGF, TRIP6, DDX39A, CCDC59, ANKRD10, RPS6KB1, CKAP2, GLT8D2, PTPRG, NFIB, AGAP2-AS1, SMAD1, SYNCRIP, SRI, THUMPD1, CREBZF, DCXR, PHF3, KLHDC2, RPS23, ARHGAP27, DNLZ, PARP16, PRKAG2, RAD51, KCTD3, RPS3, NUB1, PTMA, TACC3, MFSD1, NUP188, NUP98, GLB1"
"FOXD3_01",0.000147825057490219,0.000791631455412101,0.518848077743792,0.399351356145628,1.66106481543623,181,"HOXA11, HOXA10, HOXC6, HAND2, BNC2, RUNX1, TFEC, LHX1, TWIST1, BCL6, SGK1, IKZF2, TGFB2, RREB1, TOB1, RFTN2, FSTL1, MSTN, HHEX, CALD1, CCDC117, DTNA, E2F5, FGFR1OP2, JUNB, FABP4, LHX9, STAG2, BAMBI, RORA, NPNT, NR2F1, NXF3, SIAH1, IKZF3, SNCAIP, KDM3A"
"FOXD3_TARGET_GENES",0.884615384615385,1,0.0472587336673259,0.242184507450869,0.742665603418261,31,"SLC43A3, SLC2A10, SERPINB1, SOWAHC, PCID2, RRAS, CSTB, USP24, ARHGAP31-AS1, CCDC68"
"FOXE1_TARGET_GENES",0.0219438098031607,0.0536282633593454,0.352487857583619,0.260116848739406,1.23644731263251,618,"HOXD11, NKX2-5, HOXA9, GPC5-AS1, HOXB5, BLOC1S5-TXNDC5, DDIT4, RUNX1, SAMD11, HOTAIRM1, ID3, SLC1A5, S100A10, GADD45B, TXNIP, ELF1, SECTM1, GNRH1, ADM, SMAD6, MTHFD2, PNP, TOB1, ARHGAP15, HS3ST3A1, RCC1, MT-TF, HSPA1B, PRSS23, PAX6, HES1, HLA-DMA, GLUL, RCN1, SCGN, AGBL5-AS1, LIN9, C4orf47, ORC1, MID1, AFF1, TMEM243, FGD6, GNG12-AS1, BCAR3, PTBP1, MCC, IFRD1, SNHG3, ALDH1A2, RPL22L1, BLOC1S5, LGR4, PHLDA1, DNAJB4, GLI3, SASS6, RPS17, NUFIP2, PNRC2, CLN5, SNORD101, XPO1, RRM2, ZNF24, TNPO1, OTX1, EZH2, HNRNPF, RPS15A, CDC45, SGMS1, HSPH1, PLEKHG2, YBX1, MAT2A, PPIL4, LPIN1, PER1, RBM43, MGME1, HSPE1, SNHG12, LIN7C, MED23, FLCN, TBL1X, STAT3, ZNF615, FBXO32, CCDC174, SS18, SGK3, DDX3X, SNORD46, HNRNPH3, TLE3, ZNF644, CRYZ, CDH2, PDE4D, SLC4A2, IL4I1, ITGA7, TYW3, HEXA-AS1, METTL25, MTUS1, NOL8, MALAT1, HSPD1, RPL39P40, LATS1, TRMT13, MAPK4, ID2, KAT6A, INTS12, CADM1, LSM14A, TMED10, GSPT1, POLDIP3, EFCAB14, NRP2, COMMD6, DMD, PABPC1, FUBP1, PCBP2, SNAP25-AS1, KLF11, RPL9, CSTB, CABLES1, TOB1-AS1, KCTD21-AS1, PRDX1, DPP9, RN7SL2, RPS8, NR1D2, ZBTB40, MAN1C1, NXF1, USP54, HEXIM1, CDC25C, HDGF, ARID4A, PKIA, PPP6R3, TSACC, CCDC59, MSH6, RNF138, SDE2, SMARCD2, NFIB, ASCC1, RPS27, RPL5, RPS24, KLHDC2, CCND1, ZNF649, GTF3C3, RSRC2, KCTD3, RPS3, HAUS8, C5orf15, ZNF146, FAM135A, SLC30A10, HSP90AA1, DDX23, SFTA3, RPL17, RPS6, PPP1R10, UBE2D3, FOXO3, SSR1, CYB5R4, IST1, ERI1"
"FOXG1_TARGET_GENES",1,1,0.0318534652552707,0.148305363213329,0.690499688601763,492,"PLAC8, RBM47, DDIT4, AHNAK, DNAAF3, TBX3, MLKL, SMAD6, CHORDC1, ITPRIP, LRRC1, TOB1, THAP2, PRCP, SERPINB1, HYAL2, BCL2L11, CDC42EP4, CRY1, MTHFS, IFRD1, TMEM170A, FCHO2, SMIM2-AS1, CEP350, NADK2, TMEM39A, MITD1, ITGB1, CCNL1, WDSUB1, IL6ST, PCBP1-AS1, KCNIP2-AS1, RNASEH2C, UBXN2A, ARID2, TCF12, SLC35F2, BRCA2, MFAP3, SNHG12, LIN7C, MED23, MRPS31, FENDRR, DNMBP, MPLKIP, RIMKLB, ZFC3H1, FKBP14, RANBP2, FBXO33, TMEM217, POGLUT1, GPNMB, PDE4D, TMED7, DEPDC1B, SEC14L1, TCEA1, MBTD1, CPSF2, HIBADH, SEMA4B, NAA38, MACROD1, RAB28, TMED10, CDC26, CEP120, DENND4A, FOXN2, ABCA7, CDC73, HNRNPA2B1, TANK, FMNL2, EXO1, SYPL1, TMEM106B, PCBP2, SLC50A1, SOS1, DNAJC2, LGR6, POLK, DDX21, DDX17, DPP9, TLN1, ERCC5, IP6K2, NAPA-AS1, FAM114A2, KRI1, TSACC, CLIP1"
"FOXJ2_01",0.00125089162684601,0.00467890761186676,0.45505986738723,0.373846994307722,1.5389990910483,168,"HOXA11, HOXA10, HOXC6, HOXA7, HAND2, TBXAS1, TWIST1, ANGPT1, HOXC4, LTA, TRPS1, TGFB2, ID1, CXCL2, FSTL1, MSTN, REST, ARHGAP30, DTNA, CH25H, E2F5, RUNX2, FABP4, BAMBI, RORA, CNTLN, KLF3, PPM1D, LCP2, BRCA2, CTNNAL1, ACP6, IER3, PCF11, HEY2, ANGPTL1, NEO1, KCTD15, ERRFI1, SLC10A7, HMCN1, ID2, ZBTB20, PREX2, PIK3C2A, DMD, LGI1, BUB3, HSF2, DAAM1, SOX6, TNF, SCML1, PKIA, SLC39A8, RPS6KB1, ZHX2, NFIB"
"FOXJ2_02",5.60003135306621e-05,0.000351796841410569,0.557332238758646,0.391220234436529,1.67938316687147,214,"HOXA10, POU4F2, HOXA9, SLC26A7, HOXA7, TBX5, C1orf87, TFAP2B, TFEC, CD180, EDN1, HOXC4, BCL6, ACKR3, CCL2, MAF, LIFR, SOX2, TMEM156, TOB1, SERPINI2, ID1, TEAD1, PAX6, EFEMP1, SIPA1, MXI1, MECOM, CDH20, BMI1, ZFHX4, ERG, RORA, NPNT, KLF3, NR2F1, SLC39A14, GUCY2C, FCHSD2, NOG, INPP4B, PDZD2, NEO1, PDE4D, ATF7, PHF6, LTBP1, GHR, CADM1, GPM6B, PPM1B, POU3F4, DNAH12, NFIA, UCHL3, DMD"
"FOXJ2_TARGET_GENES",0.0189851268539142,0.0471023400426227,0.352487857583619,0.272402822292455,1.26119528099972,467,"STRA6, NFE2, C5AR1, FOXJ1, SLC38A2, OSR2, NUPR1, ZFP36L1, OTOS, IQGAP2, TGIF1, DSE, ZFP36L2, TXNIP, FGR, LUCAT1, PSTPIP2, NOD2, YBX3, KLF4, SLC16A1, NFATC2, GDF15, PLEKHF2, KRT8, CSF1, RFX2, ISYNA1, CMTM6, ARMC3, SLC6A12, TRAM1, TIPARP, C4orf47, TAGLN2, LRRC71, PIM1, SYNE2, TEKT1, HBP1, ATP13A4, SIRT1, ALDH1A2, CHST11, DNALI1, RPGR, PTCH1, PIFO, PIK3R2, ZNF395, RFX3, ARL4A, STAG2, KIF27, PPIL6, EFHC2, DYNLT1, SMPD2, HNRNPF, MIER1, SPAG1, KLF2, FAM81B, KLHL24, UACA, NRM, KCNRG, PER1, ASB3, RIBC1, ARG2, NUP62CL, PIK3CA, TBL1X, ZFR, CCDC40, FBXO32, TCP11L2, PCGF5, CCDC174, CREBL2, ZNF474, DDX3X, ARRDC3, ZSCAN31, ZC2HC1C, PMFBP1, GOLGB1, KLHL23, DYRK3, ST7, PPP1R15B, HIBADH, FAM13A, RNF157-AS1, ZNF511, TMED10, LCORL, RASSF4, HMBOX1, NRP2, HIPK1, CDH23, NFIA, ARHGAP25, MAK, THADA, AKNA"
"FOXM1_01",6.696921962814e-05,0.000407638728171287,0.538434096309916,0.382928712522808,1.65096737862784,222,"PITX1, PITX2, HOXA7, BNC2, MEOX2, HOXB6, C1orf87, LHX1, LBX1, OLFML1, EMP3, GPR65, HOXC4, BCL6, FXYD3, MAB21L1, PI15, COL3A1, MAF, NFATC4, EBF2, FSTL1, PAX6, DNASE2B, CIITA, SP1, CDKN2C, ARHGDIB, P2RX7, SOX5, HNF4G, ABHD4, SALL3, ITPKC, ALDH1A2, OPHN1, SREK1, NR2F1, KLHL2, IRF2, TCF12, ZNF547, ATAD3C, PDZK1, LRP5, ZC3H11A, NEUROD1, TMEM255A, FABP7, ARHGAP9, STAT3, CCP110, LCOR"
"FOXO1_01",5.36731431065931e-06,4.65483895968684e-05,0.610526878385931,0.414994521410198,1.78637417594984,219,"HOXA11, PITX2, SLC26A7, KCNJ15, SLC26A2, DDIT4, OSR1, RUNX1, HCAR3, SLC38A2, LHX5, WFIKKN2, LHX1, HCAR2, HOXC4, EMP1, IKZF2, FOXO1, SOX2, LRRC1, PLXDC2, DUSP1, FSTL1, TRIM63, BMF, EFEMP1, ORC1, HHEX, POU3F2, DTNA, HBP1, SALL3, BMI1, CRB1, HSPB2, CREM, SESN3, SREK1, CREBRF, TRIM8, ZNF654, SNCAIP, GPR18, CHD1, KDM3A, LCP2"
